person_age,person_income,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
25,73915,4.0,EDUCATION,A,16874,5.96,0.2283,N,4,0
20,44713,6.0,PERSONAL,A,3525,5.58,0.0788,Y,1,1
51,25819,0.0,PERSONAL,A,21381,5.96,0.8281,Y,29,1
44,135441,3.0,MEDICAL,A,8114,6.78,0.0599,N,22,0
72,48556,1.0,MEDICAL,C,8946,12.01,0.1842,N,45,0
47,46874,7.0,DEBTCONSOLIDATION,B,12403,9.18,0.2646,N,29,0
71,39229,9.0,DEBTCONSOLIDATION,C,23705,12.11,0.6043,N,45,1
30,93805,7.0,DEBTCONSOLIDATION,F,11871,24.62,0.1265,N,11,1
43,36728,6.0,VENTURE,A,6976,6.35,0.1899,N,24,0
25,20957,3.0,HOMEIMPROVEMENT,A,14471,6.57,0.6905,N,2,0
50,33749,7.0,HOMEIMPROVEMENT,A,21273,5.41,0.6303,N,28,0
28,101694,8.0,EDUCATION,C,19722,13.23,0.1939,N,11,0
46,77472,4.0,VENTURE,A,11184,5.66,0.1444,Y,23,0
37,42605,3.0,MEDICAL,B,11398,10.17,0.2675,N,20,0
28,104327,7.0,MEDICAL,B,12753,10.13,0.1222,Y,11,0
23,73966,9.0,MEDICAL,A,17564,6.83,0.2375,N,6,0
47,42335,3.0,EDUCATION,E,8838,19.03,0.2088,N,29,0
71,44745,3.0,HOMEIMPROVEMENT,E,10977,18.03,0.2453,N,45,0
29,58754,3.0,PERSONAL,D,10757,15.55,0.1831,N,9,0
41,31022,8.0,EDUCATION,B,3643,9.62,0.1174,N,20,0
30,49142,4.0,HOMEIMPROVEMENT,C,6321,13.7,0.1286,N,11,0
64,58086,7.0,DEBTCONSOLIDATION,A,19729,8.46,0.3397,N,45,0
41,19383,4.0,DEBTCONSOLIDATION,D,38830,16.64,2.0033,N,24,1
73,44173,2.0,DEBTCONSOLIDATION,A,10334,6.57,0.2339,N,45,0
31,41494,5.0,PERSONAL,C,9037,12.37,0.2178,N,10,0
22,86287,2.0,MEDICAL,A,6687,5.61,0.0775,N,1,0
51,17774,6.0,PERSONAL,D,1814,14.93,0.1021,N,33,0
55,39742,7.0,MEDICAL,B,29283,8.95,0.7368,N,33,1
74,37610,8.0,HOMEIMPROVEMENT,A,5676,6.99,0.1509,N,45,0
67,83119,4.0,DEBTCONSOLIDATION,A,3076,6.79,0.037,N,45,0
68,47860,7.0,DEBTCONSOLIDATION,A,12168,7.92,0.2542,N,45,0
54,131643,2.0,MEDICAL,E,9841,18.99,0.0748,N,36,0
38,70559,4.0,EDUCATION,A,44026,6.17,0.624,N,18,0
42,39119,9.0,EDUCATION,B,13895,8.54,0.3552,N,24,0
25,55927,6.0,MEDICAL,A,30029,5.82,0.5369,N,8,0
42,40346,3.0,PERSONAL,C,16346,14.21,0.4051,N,23,1
38,78642,9.0,EDUCATION,D,6517,14.98,0.0829,N,15,0
20,23559,5.0,PERSONAL,E,50000,18.02,2.1223,N,3,1
29,31162,3.0,PERSONAL,B,31001,9.96,0.9948,N,8,0
48,62983,3.0,DEBTCONSOLIDATION,B,14837,9.88,0.2356,N,27,0
39,96198,8.0,EDUCATION,A,21671,5.73,0.2253,N,21,0
74,14602,7.0,MEDICAL,C,12697,12.2,0.8695,N,45,0
45,104397,6.0,VENTURE,F,11690,24.49,0.112,N,24,0
72,45384,5.0,MEDICAL,B,14013,11.38,0.3088,N,45,0
55,17393,6.0,DEBTCONSOLIDATION,C,43436,12.26,2.4973,N,35,1
20,12000,6.0,DEBTCONSOLIDATION,D,23610,14.97,1.9675,N,3,1
29,21138,7.0,EDUCATION,D,9904,14.6,0.4685,N,8,1
58,48492,5.0,MEDICAL,C,11651,14.41,0.2403,N,40,0
49,47275,10.0,PERSONAL,B,3316,9.68,0.0701,N,28,0
35,69442,4.0,DEBTCONSOLIDATION,C,10975,13.82,0.158,N,18,0
47,36235,5.0,PERSONAL,A,15382,6.76,0.4245,N,30,0
69,26650,7.0,HOMEIMPROVEMENT,E,13286,19.05,0.4985,N,45,1
40,39057,2.0,HOMEIMPROVEMENT,A,11474,8.48,0.2938,N,19,0
20,49935,6.0,DEBTCONSOLIDATION,A,6240,5.94,0.125,N,1,0
35,55654,2.0,VENTURE,C,18748,13.89,0.3369,N,12,0
71,31759,5.0,MEDICAL,B,20312,10.81,0.6396,N,45,1
61,80482,4.0,VENTURE,A,10536,6.58,0.1309,Y,39,0
65,34829,6.0,PERSONAL,C,10554,13.79,0.303,N,45,0
69,30383,4.0,PERSONAL,C,9758,13.86,0.3212,N,45,0
24,36376,5.0,HOMEIMPROVEMENT,B,12375,9.04,0.3402,N,1,0
34,88535,7.0,MEDICAL,C,14373,11.67,0.1623,N,16,0
21,45568,3.0,DEBTCONSOLIDATION,A,3112,6.37,0.0683,N,1,0
18,33457,4.0,EDUCATION,E,7131,18.66,0.2131,N,1,0
65,81581,6.0,EDUCATION,F,4060,22.9,0.0498,N,43,0
71,159294,3.0,MEDICAL,C,6760,12.07,0.0424,N,45,0
26,55013,12.0,PERSONAL,C,23307,12.33,0.4237,N,6,0
59,96626,4.0,HOMEIMPROVEMENT,C,4941,13.67,0.0511,Y,41,0
48,86668,4.0,PERSONAL,D,3237,15.8,0.0373,N,27,0
21,35133,4.0,MEDICAL,A,3893,7.94,0.1108,N,1,0
70,49744,8.0,PERSONAL,B,11937,10.94,0.24,N,45,0
67,24211,4.0,EDUCATION,B,16322,8.55,0.6742,N,45,0
50,43795,4.0,MEDICAL,A,10052,6.83,0.2295,N,31,0
58,34738,7.0,MEDICAL,B,2293,8.77,0.066,Y,41,1
40,39277,4.0,DEBTCONSOLIDATION,D,6013,17.16,0.1531,N,18,0
63,32453,3.0,VENTURE,A,31117,5.52,0.9588,N,44,0
43,41860,8.0,MEDICAL,A,10582,5.06,0.2528,N,23,0
74,65691,5.0,VENTURE,C,2296,12.11,0.035,N,45,0
21,45902,3.0,HOMEIMPROVEMENT,A,5546,6.81,0.1208,N,1,0
27,17581,5.0,DEBTCONSOLIDATION,A,2298,6.39,0.1307,N,7,0
73,32520,3.0,PERSONAL,E,7034,18.59,0.2163,N,45,0
34,21254,5.0,VENTURE,B,10709,10.67,0.5039,N,14,1
35,56063,8.0,PERSONAL,A,8831,6.81,0.1575,N,12,0
63,64655,2.0,PERSONAL,B,7512,8.72,0.1162,N,43,0
28,56449,4.0,VENTURE,A,42559,7.58,0.7539,N,9,0
47,31790,2.0,MEDICAL,A,11549,6.26,0.3633,N,28,0
34,56149,5.0,HOMEIMPROVEMENT,C,7724,13.82,0.1376,N,12,0
29,37851,3.0,EDUCATION,A,17021,8.02,0.4497,N,7,1
72,26212,3.0,PERSONAL,E,17111,18.73,0.6528,N,45,0
29,73722,4.0,VENTURE,A,13203,7.58,0.1791,N,10,0
23,76873,7.0,MEDICAL,B,50000,9.56,0.6504,N,6,1
56,82610,6.0,EDUCATION,C,5860,12.36,0.0709,N,38,0
67,35080,1.0,MEDICAL,D,23995,16.39,0.684,N,45,1
25,93774,13.0,MEDICAL,A,22405,6.22,0.2389,N,2,0
58,37366,2.0,PERSONAL,C,3577,12.15,0.0957,Y,38,1
48,70222,4.0,HOMEIMPROVEMENT,C,14526,13.25,0.2069,N,28,0
65,37012,3.0,VENTURE,D,5051,14.93,0.1365,N,45,0
25,43339,4.0,PERSONAL,A,10463,5.02,0.2414,N,7,0
73,12943,1.0,MEDICAL,F,23629,21.82,1.8256,Y,45,1
53,41520,9.0,EDUCATION,A,10935,6.64,0.2634,N,31,0
66,51539,4.0,DEBTCONSOLIDATION,D,2137,15.79,0.0415,N,45,0
38,39123,5.0,MEDICAL,A,17237,7.38,0.4406,N,20,0
71,128785,2.0,PERSONAL,C,3298,14.4,0.0256,N,45,0
53,25864,3.0,VENTURE,B,7104,9.15,0.2747,Y,31,0
25,35955,8.0,EDUCATION,B,23503,8.56,0.6537,N,8,0
70,29801,4.0,DEBTCONSOLIDATION,B,4368,9.29,0.1466,N,45,0
63,35951,6.0,PERSONAL,C,14017,12.66,0.3899,N,44,0
35,86446,6.0,PERSONAL,B,5953,10.2,0.0689,N,12,0
49,110516,8.0,DEBTCONSOLIDATION,E,2034,20.48,0.0184,N,31,0
40,33341,2.0,DEBTCONSOLIDATION,A,5931,6.32,0.1779,N,23,0
48,32936,3.0,PERSONAL,A,6201,6.41,0.1883,Y,28,1
73,25940,0.0,EDUCATION,A,4007,5.71,0.1545,N,45,0
69,100554,3.0,DEBTCONSOLIDATION,E,10043,20.28,0.0999,N,45,0
30,90812,3.0,EDUCATION,C,10429,14.42,0.1148,N,12,0
73,46245,5.0,HOMEIMPROVEMENT,C,7313,12.58,0.1581,N,45,0
42,22746,7.0,MEDICAL,F,7461,22.6,0.328,N,22,0
58,23892,6.0,HOMEIMPROVEMENT,B,15908,8.71,0.6658,N,38,0
61,53843,6.0,VENTURE,B,3762,9.88,0.0699,N,42,0
45,66312,9.0,HOMEIMPROVEMENT,A,23160,6.27,0.3493,N,22,0
44,15734,2.0,EDUCATION,A,6337,7.76,0.4028,N,21,0
44,41080,2.0,DEBTCONSOLIDATION,B,7691,9.25,0.1872,N,22,0
67,119379,4.0,EDUCATION,A,5127,8.07,0.0429,N,45,0
40,43493,5.0,PERSONAL,D,4304,17.32,0.099,N,18,0
33,111223,5.0,HOMEIMPROVEMENT,B,20227,9.32,0.1819,N,14,0
38,70050,2.0,PERSONAL,D,5501,16.84,0.0785,Y,20,1
29,27001,4.0,PERSONAL,C,14251,12.01,0.5278,N,8,0
40,41732,9.0,VENTURE,C,13191,13.06,0.3161,Y,20,1
24,45670,5.0,HOMEIMPROVEMENT,C,8292,14.46,0.1816,N,6,0
23,29030,8.0,VENTURE,C,21787,13.14,0.7505,N,1,1
59,28755,2.0,EDUCATION,B,10620,9.7,0.3693,N,42,0
22,112276,7.0,PERSONAL,C,2123,12.33,0.0189,N,3,0
50,28636,4.0,EDUCATION,D,6293,15.03,0.2198,N,29,0
62,88711,10.0,VENTURE,C,50000,14.35,0.5636,N,43,0
59,38558,7.0,PERSONAL,C,10229,12.77,0.2653,N,39,0
43,48334,11.0,HOMEIMPROVEMENT,D,9342,16.6,0.1933,N,26,0
29,66770,2.0,DEBTCONSOLIDATION,A,20286,6.07,0.3038,N,9,0
71,35270,3.0,DEBTCONSOLIDATION,B,27537,11.36,0.7807,N,45,0
65,66993,2.0,MEDICAL,C,5091,12.41,0.076,N,43,0
52,15906,7.0,MEDICAL,A,10027,7.22,0.6304,N,32,0
22,62432,8.0,MEDICAL,C,9887,12.2,0.1584,N,3,0
20,12610,5.0,MEDICAL,C,3548,14.27,0.2814,N,1,0
35,43270,3.0,HOMEIMPROVEMENT,A,8531,6.27,0.1972,Y,12,1
26,78419,4.0,HOMEIMPROVEMENT,C,11553,12.1,0.1473,N,6,0
67,69027,7.0,EDUCATION,A,8592,5.66,0.1245,N,45,0
29,24001,2.0,PERSONAL,A,41281,7.34,1.72,Y,8,1
34,25762,6.0,MEDICAL,A,17181,7.67,0.6669,N,11,0
73,33564,3.0,PERSONAL,A,12613,6.02,0.3758,N,45,0
64,54307,2.0,VENTURE,D,10116,17.41,0.1863,N,41,1
30,16033,9.0,VENTURE,C,16950,14.15,1.0572,N,9,0
39,48665,6.0,VENTURE,A,8392,6.19,0.1724,N,22,0
47,58179,4.0,EDUCATION,E,3283,17.93,0.0564,N,24,0
55,41954,5.0,HOMEIMPROVEMENT,B,4133,9.01,0.0985,N,38,0
71,65442,3.0,EDUCATION,C,11834,14.06,0.1808,Y,45,1
67,55439,9.0,MEDICAL,C,24536,12.26,0.4426,N,45,0
73,36391,0.0,VENTURE,D,7269,15.42,0.1997,N,45,0
20,16900,5.0,EDUCATION,C,18870,12.59,1.1166,N,1,0
31,52753,3.0,DEBTCONSOLIDATION,C,13671,13.14,0.2592,N,9,0
50,29021,5.0,EDUCATION,A,22739,7.6,0.7835,N,28,0
20,35664,4.0,HOMEIMPROVEMENT,A,4476,5.84,0.1255,N,1,0
38,63800,10.0,DEBTCONSOLIDATION,A,4369,6.62,0.0685,N,18,0
26,106887,2.0,EDUCATION,B,34947,9.81,0.327,N,7,0
71,48005,4.0,PERSONAL,E,2890,17.9,0.0602,N,45,0
21,66485,3.0,EDUCATION,A,12983,7.0,0.1953,N,3,0
26,22148,5.0,HOMEIMPROVEMENT,E,30495,18.01,1.3769,N,9,1
29,56108,5.0,PERSONAL,A,13367,5.37,0.2382,N,10,0
26,47431,8.0,DEBTCONSOLIDATION,D,27295,17.4,0.5755,N,3,1
50,96382,6.0,MEDICAL,B,25676,9.51,0.2664,N,27,0
38,36415,5.0,HOMEIMPROVEMENT,B,17825,11.18,0.4895,N,21,1
70,42920,8.0,HOMEIMPROVEMENT,C,12880,13.22,0.3001,N,45,0
32,87758,5.0,HOMEIMPROVEMENT,D,4451,16.85,0.0507,N,9,0
48,46601,5.0,PERSONAL,A,3567,8.42,0.0765,N,26,0
55,26639,6.0,HOMEIMPROVEMENT,D,8485,17.01,0.3185,N,38,0
53,199465,9.0,VENTURE,F,2661,23.08,0.0133,Y,35,1
63,27086,7.0,VENTURE,B,15125,10.93,0.5584,N,42,0
29,47307,4.0,HOMEIMPROVEMENT,A,50000,7.91,1.0569,N,9,0
46,59318,6.0,MEDICAL,C,10212,13.1,0.1722,Y,25,0
63,56794,8.0,MEDICAL,A,12871,6.17,0.2266,Y,45,0
67,44162,5.0,MEDICAL,A,4214,5.85,0.0954,N,45,0
53,44284,5.0,HOMEIMPROVEMENT,C,9013,13.8,0.2035,N,33,0
55,43078,3.0,DEBTCONSOLIDATION,B,10373,11.32,0.2408,N,32,0
67,26535,8.0,MEDICAL,B,8323,9.29,0.3137,N,45,0
53,159950,6.0,EDUCATION,E,13187,20.76,0.0824,N,32,0
72,43434,3.0,MEDICAL,A,6179,7.26,0.1423,N,45,0
25,68071,2.0,DEBTCONSOLIDATION,B,10794,9.83,0.1586,N,4,0
37,40779,5.0,PERSONAL,C,13869,11.65,0.3401,N,20,0
24,40331,9.0,DEBTCONSOLIDATION,C,26500,11.73,0.6571,N,4,1
23,38158,9.0,HOMEIMPROVEMENT,C,10538,13.61,0.2762,N,1,0
44,20901,3.0,EDUCATION,D,6469,15.32,0.3095,N,22,0
30,44875,5.0,DEBTCONSOLIDATION,B,8913,11.08,0.1986,N,13,0
41,39188,6.0,HOMEIMPROVEMENT,B,13720,9.83,0.3501,N,20,0
42,93371,5.0,DEBTCONSOLIDATION,B,5160,9.72,0.0553,N,19,0
53,25382,6.0,MEDICAL,A,5910,6.68,0.2328,N,32,0
71,35687,8.0,VENTURE,B,10803,10.03,0.3027,N,45,0
66,29907,4.0,EDUCATION,B,2343,11.42,0.0783,Y,45,1
39,108379,3.0,EDUCATION,B,8977,8.61,0.0828,Y,18,0
36,30388,5.0,PERSONAL,D,7187,17.02,0.2365,N,15,0
61,66787,4.0,MEDICAL,B,14876,10.83,0.2227,N,40,0
25,83582,3.0,PERSONAL,B,5291,9.87,0.0633,N,2,0
48,45235,9.0,DEBTCONSOLIDATION,B,7221,10.88,0.1596,N,29,0
42,22988,9.0,EDUCATION,B,9573,9.63,0.4164,N,21,0
28,23149,8.0,VENTURE,B,5970,9.05,0.2579,N,5,0
53,78658,8.0,DEBTCONSOLIDATION,D,4880,14.53,0.062,N,30,0
36,24506,9.0,EDUCATION,A,6165,6.93,0.2516,N,19,0
28,60816,5.0,PERSONAL,B,2202,10.39,0.0362,N,9,0
55,52202,3.0,EDUCATION,B,4852,8.99,0.0929,N,38,0
27,60320,6.0,DEBTCONSOLIDATION,C,14902,11.77,0.247,N,6,0
56,63536,4.0,DEBTCONSOLIDATION,B,3314,11.46,0.0522,N,34,0
27,29333,0.0,VENTURE,A,4554,5.44,0.1553,N,6,0
42,28665,1.0,VENTURE,B,7981,8.91,0.2784,N,21,0
64,72635,3.0,MEDICAL,A,15935,5.95,0.2194,N,45,0
31,34677,6.0,MEDICAL,A,3993,6.76,0.1151,N,13,0
61,12000,5.0,MEDICAL,A,6115,5.03,0.5096,N,43,0
59,70039,2.0,EDUCATION,A,25142,5.29,0.359,N,40,0
69,27724,4.0,HOMEIMPROVEMENT,A,10884,7.83,0.3926,N,45,0
27,63381,5.0,DEBTCONSOLIDATION,A,15542,8.24,0.2452,N,6,0
58,105456,5.0,HOMEIMPROVEMENT,B,4609,11.43,0.0437,N,37,0
71,49474,4.0,EDUCATION,A,6185,6.41,0.125,N,45,0
61,84767,7.0,PERSONAL,B,19844,10.39,0.2341,N,44,0
28,53347,6.0,DEBTCONSOLIDATION,A,12447,5.17,0.2333,N,11,0
64,117369,4.0,PERSONAL,D,14694,16.46,0.1252,N,45,0
24,27332,3.0,EDUCATION,A,15859,7.44,0.5802,N,7,0
51,48799,5.0,PERSONAL,C,17714,13.19,0.363,N,33,0
46,70986,0.0,PERSONAL,A,7437,6.05,0.1048,N,26,0
48,44146,4.0,MEDICAL,E,4549,20.21,0.103,N,30,0
47,92385,6.0,PERSONAL,C,5985,14.21,0.0648,N,27,0
19,38652,4.0,MEDICAL,D,7278,15.19,0.1883,N,1,0
46,152994,8.0,MEDICAL,A,2012,7.23,0.0132,Y,25,1
71,157504,6.0,MEDICAL,C,13640,12.27,0.0866,Y,45,0
42,57247,5.0,HOMEIMPROVEMENT,A,18045,6.1,0.3152,N,19,0
33,66431,2.0,EDUCATION,B,10529,9.38,0.1585,N,13,0
74,94411,4.0,PERSONAL,F,6118,22.63,0.0648,N,45,1
23,25515,4.0,VENTURE,B,10444,9.46,0.4093,N,1,0
45,23822,2.0,VENTURE,C,2963,12.38,0.1244,N,27,0
47,97834,0.0,MEDICAL,B,2778,10.32,0.0284,N,25,0
45,56993,6.0,PERSONAL,B,31971,11.09,0.561,N,24,1
70,43278,5.0,DEBTCONSOLIDATION,A,2332,5.24,0.0539,N,45,0
42,49321,5.0,EDUCATION,D,17299,15.38,0.3507,N,23,0
73,13196,6.0,EDUCATION,C,25650,12.53,1.9438,N,45,0
21,44143,7.0,PERSONAL,F,9535,23.38,0.216,N,2,0
59,32397,4.0,VENTURE,C,9212,11.78,0.2843,N,37,0
51,81221,5.0,MEDICAL,A,10909,5.18,0.1343,N,32,0
31,84733,3.0,DEBTCONSOLIDATION,B,2142,8.98,0.0253,N,14,0
30,67317,4.0,VENTURE,A,6212,6.0,0.0923,N,12,0
59,60931,4.0,EDUCATION,E,26156,18.54,0.4293,N,37,1
54,21514,2.0,HOMEIMPROVEMENT,A,10497,6.21,0.4879,N,33,1
52,67836,6.0,EDUCATION,B,8652,11.4,0.1275,N,29,0
20,69297,2.0,DEBTCONSOLIDATION,E,10160,18.29,0.1466,N,1,0
52,97232,3.0,PERSONAL,A,5912,6.48,0.0608,N,33,0
73,157159,3.0,MEDICAL,C,4069,13.35,0.0259,N,45,0
18,19323,3.0,DEBTCONSOLIDATION,C,18592,12.68,0.9622,N,1,0
44,39590,8.0,HOMEIMPROVEMENT,B,5011,9.77,0.1266,N,27,0
46,32589,3.0,EDUCATION,A,45965,6.47,1.4104,N,24,0
69,53899,3.0,HOMEIMPROVEMENT,D,7820,17.37,0.1451,Y,45,1
34,49383,7.0,PERSONAL,A,12462,5.38,0.2524,N,15,0
45,43098,10.0,PERSONAL,D,31148,15.57,0.7227,N,22,1
58,86265,6.0,EDUCATION,C,13442,13.78,0.1558,N,35,0
21,26748,7.0,DEBTCONSOLIDATION,A,3668,8.37,0.1371,Y,3,1
63,27650,7.0,MEDICAL,C,6387,12.3,0.231,N,43,0
64,27908,4.0,PERSONAL,C,2902,13.15,0.104,N,43,0
59,40207,5.0,MEDICAL,B,8346,8.8,0.2076,N,38,0
54,24941,2.0,DEBTCONSOLIDATION,D,4661,17.09,0.1869,N,37,0
60,47728,6.0,MEDICAL,E,8205,18.61,0.1719,N,41,0
62,44755,6.0,EDUCATION,C,25275,12.68,0.5647,Y,40,1
69,31806,5.0,DEBTCONSOLIDATION,A,31671,5.16,0.9958,N,45,0
42,79266,6.0,DEBTCONSOLIDATION,B,2799,10.43,0.0353,N,25,0
43,47442,3.0,MEDICAL,E,2766,17.74,0.0583,N,21,1
54,87944,6.0,HOMEIMPROVEMENT,B,10101,9.88,0.1149,N,35,0
29,44034,8.0,EDUCATION,A,8301,7.34,0.1885,N,6,0
66,48372,7.0,EDUCATION,A,3703,7.96,0.0766,N,45,0
61,35971,4.0,MEDICAL,D,8094,16.63,0.225,N,42,0
53,48831,11.0,DEBTCONSOLIDATION,A,9323,5.68,0.1909,N,34,0
35,72527,3.0,HOMEIMPROVEMENT,B,7491,9.9,0.1033,N,15,0
37,39095,6.0,DEBTCONSOLIDATION,B,22537,9.13,0.5765,Y,14,1
42,65194,4.0,HOMEIMPROVEMENT,E,20018,19.1,0.3071,N,24,0
55,31350,5.0,HOMEIMPROVEMENT,C,8581,11.77,0.2737,N,37,0
62,74419,2.0,HOMEIMPROVEMENT,E,22833,20.69,0.3068,N,43,0
56,35633,5.0,PERSONAL,A,17743,7.92,0.4979,N,38,0
71,78309,7.0,VENTURE,D,10186,16.04,0.1301,N,45,0
72,50692,2.0,PERSONAL,A,1537,6.93,0.0303,N,45,0
58,113156,5.0,MEDICAL,A,3449,6.86,0.0305,N,41,0
39,25984,7.0,MEDICAL,F,7016,23.66,0.27,Y,21,1
52,21765,4.0,HOMEIMPROVEMENT,B,13140,10.72,0.6037,N,33,0
42,34929,4.0,DEBTCONSOLIDATION,B,3664,10.91,0.1049,N,20,0
53,22890,6.0,PERSONAL,C,20283,12.38,0.8861,N,35,0
64,22913,7.0,DEBTCONSOLIDATION,D,26196,15.59,1.1433,N,45,1
39,68999,6.0,VENTURE,B,13026,11.02,0.1888,N,19,0
46,48908,3.0,VENTURE,D,13440,14.86,0.2748,N,23,0
20,37653,6.0,HOMEIMPROVEMENT,C,15793,12.91,0.4194,N,2,0
59,39623,9.0,PERSONAL,D,12481,15.2,0.315,N,40,0
45,35295,3.0,PERSONAL,E,9924,18.71,0.2812,N,24,0
44,121504,3.0,PERSONAL,C,8544,12.73,0.0703,N,26,0
48,32711,2.0,EDUCATION,C,18051,13.64,0.5518,Y,29,1
30,23690,4.0,MEDICAL,A,17590,5.42,0.7425,N,8,1
52,75949,3.0,PERSONAL,D,3548,15.59,0.0467,Y,33,1
60,43535,7.0,HOMEIMPROVEMENT,F,9209,23.27,0.2115,N,39,0
37,150440,4.0,MEDICAL,B,13363,10.93,0.0888,N,17,0
25,36702,5.0,VENTURE,B,3328,10.45,0.0907,N,5,0
40,78064,3.0,PERSONAL,C,14747,13.14,0.1889,N,17,0
29,88894,3.0,MEDICAL,A,8330,5.98,0.0937,N,11,0
39,36800,3.0,DEBTCONSOLIDATION,A,37543,8.42,1.0202,N,20,0
53,32578,6.0,HOMEIMPROVEMENT,E,15900,20.07,0.4881,N,32,1
24,73699,6.0,VENTURE,A,10218,5.37,0.1386,Y,5,1
60,67251,7.0,VENTURE,C,13066,12.16,0.1943,N,39,0
30,22565,3.0,DEBTCONSOLIDATION,B,10375,10.41,0.4598,N,11,0
68,26353,5.0,PERSONAL,A,3205,6.93,0.1216,N,45,0
59,12148,3.0,PERSONAL,A,9156,7.02,0.7537,Y,40,1
33,68013,4.0,HOMEIMPROVEMENT,D,2991,15.65,0.044,Y,10,1
50,42446,6.0,EDUCATION,A,7648,8.31,0.1802,N,30,0
24,44838,6.0,PERSONAL,A,10571,5.61,0.2358,N,3,0
23,19335,7.0,DEBTCONSOLIDATION,C,4018,12.11,0.2078,Y,5,1
72,26796,5.0,PERSONAL,F,9032,22.31,0.3371,N,45,1
63,37688,8.0,HOMEIMPROVEMENT,C,27023,13.97,0.717,N,41,0
26,33867,4.0,EDUCATION,B,6516,11.29,0.1924,N,3,0
34,52303,3.0,EDUCATION,B,4902,9.48,0.0937,Y,14,1
29,67569,5.0,EDUCATION,C,20685,12.14,0.3061,N,11,0
40,170806,5.0,EDUCATION,A,11158,7.5,0.0653,Y,18,0
34,48484,11.0,PERSONAL,A,9359,7.77,0.193,N,13,0
36,90533,7.0,VENTURE,C,13927,13.55,0.1538,N,13,0
48,31054,5.0,MEDICAL,E,10743,17.83,0.3459,N,30,0
28,19511,4.0,EDUCATION,D,5587,15.72,0.2864,N,11,0
68,40385,3.0,MEDICAL,B,4281,10.44,0.106,Y,45,1
59,20358,3.0,MEDICAL,E,33654,17.54,1.6531,Y,40,1
61,49418,4.0,EDUCATION,A,13333,5.02,0.2698,N,43,0
27,31912,5.0,PERSONAL,A,28692,6.58,0.8991,N,6,0
58,16733,5.0,HOMEIMPROVEMENT,B,8096,8.7,0.4838,N,35,1
65,127365,3.0,VENTURE,C,22860,14.15,0.1795,N,44,0
27,36473,6.0,PERSONAL,A,5535,6.5,0.1518,Y,9,1
60,19916,7.0,PERSONAL,C,3181,13.53,0.1597,N,40,0
38,80337,5.0,MEDICAL,A,13352,8.47,0.1662,N,17,0
62,32835,4.0,VENTURE,E,18504,17.9,0.5635,N,40,1
45,89285,4.0,MEDICAL,C,20055,13.99,0.2246,Y,26,0
63,32749,6.0,EDUCATION,E,12934,17.99,0.3949,N,43,0
26,36406,7.0,HOMEIMPROVEMENT,C,5967,14.33,0.1639,N,3,0
40,59258,1.0,PERSONAL,D,12589,16.64,0.2124,N,21,0
33,67932,4.0,MEDICAL,E,12454,18.36,0.1833,N,10,1
32,74806,9.0,PERSONAL,B,9133,9.0,0.1221,N,15,0
35,46659,4.0,EDUCATION,B,7000,10.23,0.15,N,12,0
39,65561,7.0,MEDICAL,B,4358,9.38,0.0665,N,19,0
25,73872,6.0,MEDICAL,B,11089,11.45,0.1501,N,4,0
58,54737,4.0,PERSONAL,A,11362,7.65,0.2076,Y,38,0
49,45321,8.0,EDUCATION,E,3438,20.56,0.0759,N,30,0
65,22138,7.0,MEDICAL,B,37506,8.69,1.6942,N,45,0
58,68155,6.0,HOMEIMPROVEMENT,C,3521,13.82,0.0517,N,37,0
26,50171,9.0,EDUCATION,A,5990,5.28,0.1194,N,9,0
21,39046,2.0,HOMEIMPROVEMENT,D,11432,15.79,0.2928,N,4,0
42,98989,4.0,DEBTCONSOLIDATION,A,12551,6.29,0.1268,N,23,0
45,22352,5.0,VENTURE,B,5396,10.99,0.2414,N,28,0
31,121081,4.0,HOMEIMPROVEMENT,D,4959,17.37,0.041,Y,8,0
62,48423,5.0,HOMEIMPROVEMENT,A,8909,6.64,0.184,N,42,0
51,58374,3.0,HOMEIMPROVEMENT,D,9385,15.26,0.1608,N,33,0
60,39447,4.0,PERSONAL,C,26072,13.47,0.6609,N,41,1
24,19596,12.0,EDUCATION,B,4505,10.19,0.2299,N,2,0
64,45397,5.0,MEDICAL,B,10053,10.89,0.2214,N,41,0
29,58930,2.0,EDUCATION,C,8568,12.23,0.1454,N,9,0
43,71105,1.0,EDUCATION,E,12486,19.39,0.1756,N,21,0
43,43962,0.0,DEBTCONSOLIDATION,A,7898,6.69,0.1797,N,22,0
64,14677,3.0,HOMEIMPROVEMENT,A,20066,5.8,1.3672,N,41,0
33,20995,5.0,EDUCATION,A,15362,6.86,0.7317,N,10,0
31,151540,4.0,EDUCATION,F,23948,24.43,0.158,Y,14,1
37,26879,4.0,VENTURE,C,10447,13.55,0.3887,Y,15,1
38,107460,3.0,MEDICAL,B,9490,10.91,0.0883,N,17,0
28,29326,4.0,EDUCATION,A,7249,6.94,0.2472,N,11,0
28,44340,4.0,HOMEIMPROVEMENT,B,3380,11.23,0.0762,N,8,0
31,69138,4.0,DEBTCONSOLIDATION,C,12464,12.67,0.1803,N,8,0
44,31222,6.0,EDUCATION,A,13087,7.08,0.4192,N,27,0
37,117679,4.0,VENTURE,B,14143,10.25,0.1202,N,18,0
